State,District,Season,Crop,Soil_Type,Rainfall_mm,Avg_Temperature_C,Humidity_percent,Fertilizer_kg_per_hectare,Soil_pH,Irrigation_Type,Previous_Crop,Pest_Risk,Yield_tonnes_per_hectare
Uttar Pradesh,District_18,Rabi,Pulses,Red,546.7,32.5,65.0,162.1,7.2,Canal,Maize,Low,1.14
Punjab,District_30,Rabi,Pulses,Sandy,653.5,35.1,48.1,307.4,6.8,Canal,Rice,Low,1.17
Meghalaya,District_41,Zaid,Pulses,Loamy,441.4,23.9,50.6,113.5,7.6,Drip,Cotton,Low,1.08
Odisha,District_13,Kharif,Rice,Sandy,1042.7,28.7,79.4,170.3,6.4,Canal,Cotton,Medium,3.72
Gujarat,District_42,Rabi,Pulses,Red,1450.7,23.8,90.1,213.0,5.8,Rainfed,Rice,Low,1.37
Assam,District_16,Kharif,Rice,Red,362.9,31.4,76.3,137.2,6.7,Drip,Pulses,High,3.05
Uttar Pradesh,District_34,Zaid,Maize,Alluvial,606.5,36.3,52.5,166.3,7.6,Rainfed,Sugarcane,Medium,2.38
Meghalaya,District_14,Rabi,Wheat,Alluvial,,22.4,46.3,115.4,6.6,Tubewell,Maize,Low,4.07
Haryana,District_46,Kharif,Cotton,Loamy,1286.9,37.5,70.3,247.9,5.4,Rainfed,Pulses,Low,2.43
Karnataka,District_34,Zaid,Pulses,Alluvial,1423.1,20.9,46.7,116.4,5.9,Sprinkler,Rice,Low,1.32
Haryana,District_9,Kharif,Maize,alluvial,256.1,21.7,62.4,309.8,6.4,Canal,Pulses,Medium,1.83
Tamil Nadu,District_8,Kharif,Cotton,Red,1206.3,17.0,78.9,225.3,6.1,Rainfed,Cotton,Medium,2.56
Uttar Pradesh,District_11,Rabi,Wheat,Loamy,1166.0,27.8,85.8,246.1,5.9,Rainfed,Cotton,High,2.98
Manipur,District_31,Zaid,Pulses,Black,1051.5,25.7,52.0,117.6,6.6,Rainfed,Wheat,Low,1.42
Rajasthan,District_38,Kharif,Cotton,Black,254.0,15.4,59.2,101.1,6.6,Canal,Pulses,Medium,1.55
Assam,District_25,Zaid,Maize,Red,774.9,23.8,63.7,85.8,5.7,Drip,Wheat,High,1.8
Maharashtra,District_13,Zaid,Maize,Alluvial,385.3,25.0,89.3,195.0,5.6,Tubewell,Pulses,Low,2.62
Tamil Nadu,District_7,Rabi,Wheat,Red,1078.7,19.8,66.9,208.8,7.2,Rainfed,Maize,Medium,2.84
Uttar Pradesh,District_49,Kharif,Cotton,Loamy,935.3,26.0,66.0,278.0,7.3,Sprinkler,Sugarcane,Low,2.66
Assam,District_45,Zaid,Pulses,Sandy,820.1,29.2,88.6,62.8,6.6,Rainfed,Cotton,Medium,1.03
Manipur,District_33,Rabi,Wheat,Red,2162.1,27.7,73.3,127.9,5.3,Drip,Cotton,Low,2.41
Punjab,District_21,Rabi,Wheat,Loamy,669.3,27.8,82.9,241.1,7.4,Drip,Cotton,Low,3.32
Haryana,District_11,Rabi,Pulses,Black,1093.4,31.1,68.3,174.8,6.1,Tubewell,Cotton,High,0.98
Meghalaya,District_19,Rabi,Wheat,Black,1838.2,22.2,67.0,94.6,5.4,Canal,Pulses,Low,3.28
Uttar Pradesh,District_25,Zaid,Maize,Alluvial,1884.0,30.7,47.4,,7.3,Canal,Pulses,Low,2.72
Gujarat,District_15,Rabi,Pulses,Red,541.7,23.9,91.8,230.4,6.8,Rainfed,Sugarcane,Medium,1.39
Tamil Nadu,District_3,Kharif,Maize,Alluvial,1021.5,32.8,60.4,195.2,7.7,Tubewell,Rice,Low,2.49
Odisha,District_42,Kharif,Rice,Black,1183.2,25.2,87.4,200.0,5.3,Sprinkler,Pulses,Medium,3.2
West Bengal,District_28,Kharif,Rice,Loamy,1754.9,29.7,89.0,194.6,7.6,Rainfed,Rice,Low,3.3
Assam,District_46,Zaid,Maize,Red,561.1,17.9,53.0,150.9,6.4,Sprinkler,Maize,Medium,2.26
Tamil Nadu,District_13,Kharif,Rice,Sandy,388.0,24.4,75.1,185.8,5.5,Drip,Pulses,Low,3.95
Manipur,District_14,Kharif,Rice,Sandy,1215.1,21.3,94.1,110.8,5.8,Sprinkler,Wheat,High,3.31
Karnataka,District_23,Zaid,Pulses,Alluvial,770.5,21.8,95.0,125.9,7.0,Rainfed,Rice,Medium,1.03
Uttar Pradesh,District_18,Kharif,Rice,Sandy,1528.9,15.2,56.5,277.0,5.4,Sprinkler,Pulses,Low,3.46
Punjab,District_5,Zaid,Maize,Red,1629.8,26.5,47.0,253.0,5.5,Sprinkler,Wheat,Low,3.18
Karnataka,District_48,Rabi,Wheat,Loamy,1345.7,17.0,79.7,111.8,7.0,Sprinkler,Cotton,Medium,3.67
Odisha,District_23,Rabi,Pulses,Black,846.7,34.9,57.2,,6.5,Rainfed,Rice,High,1.18
Manipur,District_32,Rabi,Pulses,Black,1035.3,21.2,55.1,99.5,5.8,Rainfed,Maize,Medium,1.15
West Bengal,District_38,Rabi,Wheat,Black,2327.7,17.4,79.8,148.0,6.2,Sprinkler,Sugarcane,Low,3.03
Rajasthan,District_39,Zaid,Maize,Sandy,57.2,38.0,68.9,131.5,7.6,Drip,Pulses,High,2.06
Assam,District_14,Zaid,Pulses,Black,1002.7,18.6,57.8,143.5,6.5,Rainfed,Maize,Medium,1.2
Karnataka,District_30,Rabi,Wheat,Alluvial,1732.7,32.8,57.6,,,Drip,Cotton,High,2.7
Meghalaya,District_44,Kharif,Rice,Black,988.8,24.2,54.6,127.6,7.3,Drip,Pulses,Low,4.47
Maharashtra,District_15,Kharif,Cotton,Red,1479.2,25.9,55.3,150.8,5.6,Canal,Sugarcane,Medium,1.85
Haryana,District_2,Rabi,Pulses,Loamy,677.6,28.6,92.2,215.8,5.8,Canal,Maize,High,1.03
Gujarat,District_42,Rabi,Wheat,Red,407.8,21.1,68.8,241.6,6.0,Sprinkler,Cotton,Medium,2.96
Maharashtra,District_36,Zaid,Pulses,Loamy,867.6,28.0,75.2,142.3,6.0,Rainfed,Sugarcane,Low,1.15
Gujarat,District_14,Rabi,Wheat,Black,1359.4,22.7,61.2,210.6,6.0,Rainfed,Pulses,Medium,3.13
Uttar Pradesh,District_46,Kharif,Rice,Alluvial,1797.0,16.0,55.0,,7.0,Sprinkler,Rice,Medium,3.79
Meghalaya,District_48,Zaid,Pulses,Alluvial,1252.7,22.8,64.2,103.7,5.4,Rainfed,Wheat,Medium,1.31
Uttar Pradesh,District_41,Zaid,Maize,Sandy,849.6,26.6,79.7,255.1,6.3,Sprinkler,Cotton,High,2.29
Karnataka,District_5,Rabi,Pulses,Alluvial,1293.3,27.5,76.4,199.3,5.4,Canal,Sugarcane,Medium,1.27
Haryana,District_11,Zaid,Pulses,Sandy,2248.2,17.9,79.5,176.7,5.6,Sprinkler,Rice,Medium,0.95
Haryana,District_31,Rabi,Wheat,Sandy,,21.2,54.1,279.7,5.7,Canal,Cotton,Medium,2.78
Karnataka,District_40,Zaid,Pulses,Loamy,871.9,18.6,49.4,119.8,7.1,Sprinkler,Sugarcane,Low,1.17
Manipur,District_29,Rabi,Pulses,Sandy,181.9,27.2,59.2,120.3,6.4,Rainfed,Wheat,High,0.92
Rajasthan,District_38,Kharif,Rice,Black,807.0,34.9,53.3,146.6,,Sprinkler,Wheat,High,3.06
Punjab,District_50,Zaid,Pulses,Black,1302.0,36.6,58.7,277.8,6.5,Drip,Rice,Low,1.5
Uttar Pradesh,District_50,Rabi,Wheat,Red,640.8,37.6,73.0,275.1,5.2,Tubewell,Pulses,Low,2.63
Assam,District_2,Rabi,Wheat,Red,1246.1,32.0,94.2,116.4,7.0,Canal,Rice,High,3.03
West Bengal,District_41,Rabi,Pulses,Sandy,1251.9,17.7,49.4,183.4,6.6,Drip,Rice,Medium,1.31
Karnataka,District_35,Zaid,Pulses,Black,1832.9,18.6,74.2,213.3,6.4,Drip,Cotton,Low,1.48
Assam,District_14,Kharif,Rice,Loamy,829.9,37.2,85.8,152.4,7.3,Rainfed,Cotton,Low,4.28
Punjab,District_12,Rabi,Pulses,Loamy,2061.0,24.3,72.8,312.7,6.7,Drip,Cotton,High,1.0
Uttar Pradesh,District_4,Rabi,Wheat,Red,2010.5,15.9,88.4,245.0,7.8,Drip,Maize,High,2.31
Gujarat,District_26,Rabi,Wheat,Alluvial,1809.8,31.1,57.7,259.9,7.5,Canal,Maize,Low,3.4
West Bengal,District_39,Kharif,Rice,Sandy,708.6,28.5,75.0,108.2,7.4,Sprinkler,Maize,High,2.56
Haryana,District_2,Kharif,Cotton,Black,1809.5,31.1,54.8,240.1,7.6,Sprinkler,Pulses,Medium,2.01
Maharashtra,District_47,Kharif,Cotton,Black,1066.6,24.1,52.4,122.7,,Canal,Maize,Medium,2.05
Karnataka,District_32,Rabi,Wheat,Alluvial,1143.7,32.9,65.9,207.7,7.1,Sprinkler,Rice,High,3.06
Karnataka,District_4,Rabi,Pulses,Alluvial,1593.3,23.8,62.0,206.1,6.5,Rainfed,Pulses,Medium,1.46
Meghalaya,District_6,Kharif,Rice,Loamy,1527.0,16.4,47.6,84.8,5.9,Tubewell,Maize,Low,3.71
Tamil Nadu,District_2,Kharif,Maize,Black,481.2,28.7,62.3,125.1,5.4,Sprinkler,Rice,High,2.13
Rajasthan,District_44,Rabi,Pulses,Alluvial,134.0,37.1,77.4,84.7,,Canal,Sugarcane,Medium,0.89
Tamil Nadu,District_16,Zaid,Pulses,Sandy,1935.1,18.8,86.5,238.7,7.5,Sprinkler,Maize,Medium,1.33
West Bengal,District_48,Rabi,Pulses,Black,506.7,28.4,91.6,167.9,7.2,Sprinkler,Wheat,High,1.17
Punjab,District_3,Zaid,Pulses,Sandy,1378.4,23.3,67.9,269.2,5.9,Rainfed,Cotton,Medium,1.48
Meghalaya,District_46,Kharif,Rice,Sandy,998.6,26.0,56.0,131.5,,Tubewell,Sugarcane,Low,3.38
Rajasthan,District_45,Zaid,Pulses,Alluvial,79.1,32.7,70.8,112.7,7.7,Rainfed,Rice,Low,0.8
Rajasthan,District_29,Kharif,Maize,Sandy,79.5,34.9,87.7,128.7,6.5,Sprinkler,Pulses,Medium,2.18
Uttar Pradesh,District_12,Kharif,Cotton,Loamy,1377.1,18.2,56.2,220.0,5.6,Drip,Cotton,Medium,2.35
Assam,District_36,Kharif,Rice,Alluvial,1022.3,36.2,66.3,117.7,5.9,Canal,Rice,Low,3.71
Gujarat,District_3,Zaid,Pulses,Black,1274.4,37.5,56.8,247.5,6.0,Drip,Rice,High,1.18
Meghalaya,District_48,Zaid,Pulses,Black,1343.9,16.7,91.8,94.9,5.8,Drip,Cotton,Medium,1.1
Rajasthan,District_33,Kharif,Cotton,Alluvial,,17.8,93.9,103.5,7.7,Rainfed,Cotton,Low,1.52
Haryana,District_37,Kharif,Cotton,Loamy,1385.2,31.9,57.9,227.5,5.6,Tubewell,Sugarcane,High,1.98
Gujarat,District_30,Rabi,Wheat,Black,1308.7,18.2,93.5,191.0,6.1,Drip,Pulses,High,3.0
Manipur,District_12,Rabi,Wheat,loamy,1434.2,19.8,86.4,88.9,7.4,Rainfed,Cotton,Low,3.57
Uttar Pradesh,District_17,Rabi,Wheat,Loamy,462.2,15.8,52.5,163.5,7.1,Tubewell,Rice,Low,2.54
Tamil Nadu,District_37,Kharif,Rice,Red,1259.9,28.6,61.6,180.8,7.8,Canal,Rice,Low,3.87
Punjab,District_28,Kharif,Rice,Alluvial,1104.2,37.3,74.3,296.6,5.5,Canal,Pulses,Low,3.48
Maharashtra,District_25,Rabi,Wheat,Sandy,471.1,35.0,92.6,259.4,6.0,Canal,Wheat,Low,3.17
Manipur,District_17,Rabi,Wheat,Alluvial,1718.5,20.7,56.7,109.7,5.6,Sprinkler,Wheat,Medium,3.59
Punjab,District_38,Rabi,Wheat,Sandy,2117.6,24.6,83.1,210.3,5.6,Sprinkler,Sugarcane,Low,2.89
Odisha,District_15,Zaid,Pulses,Black,825.2,15.3,89.9,193.3,6.6,Rainfed,Wheat,Low,1.31
Odisha,District_48,Rabi,Wheat,Red,744.0,16.5,47.9,148.9,5.7,Rainfed,Maize,High,2.64
Assam,District_5,Rabi,Pulses,Black,382.9,35.8,79.4,109.2,5.6,Rainfed,Maize,Medium,1.12
Haryana,District_24,Kharif,Cotton,Black,969.4,31.5,82.2,253.0,6.0,Tubewell,Cotton,Low,2.18
Haryana,District_18,Rabi,Wheat,Loamy,664.6,23.8,95.0,,7.7,Drip,Cotton,Medium,3.51
West Bengal,District_30,Kharif,Cotton,Sandy,1096.3,32.2,85.7,108.3,7.1,Sprinkler,Pulses,Medium,1.95
Karnataka,District_33,Rabi,Pulses,Red,2959.3,27.0,84.7,236.3,7.2,Sprinkler,Rice,Low,1.31
Punjab,District_21,Zaid,Pulses,Black,865.8,17.8,76.9,284.5,5.8,Drip,Pulses,Low,1.33
Maharashtra,District_44,Rabi,Pulses,Sandy,2283.4,18.0,51.1,245.1,5.3,Sprinkler,Sugarcane,Medium,1.13
Tamil Nadu,District_8,Zaid,Maize,Black,364.5,23.5,88.3,237.1,6.2,Sprinkler,Wheat,Medium,2.29
Gujarat,District_36,Kharif,Cotton,Red,1224.1,26.8,75.6,132.9,7.4,Canal,Rice,Low,1.92
Rajasthan,District_44,Kharif,Rice,Alluvial,830.2,20.3,63.2,167.6,6.9,Canal,Cotton,Low,3.68
Odisha,District_18,Rabi,Pulses,Loamy,1459.4,18.6,64.8,151.2,,Drip,Cotton,Low,1.29
Maharashtra,District_45,Rabi,Wheat,Black,2096.4,26.1,58.2,224.8,6.0,Tubewell,Sugarcane,High,2.67
Gujarat,District_24,Rabi,Pulses,Loamy,775.9,25.5,46.6,233.1,5.3,Tubewell,Sugarcane,Medium,1.07
Manipur,District_38,Zaid,Pulses,Sandy,1097.8,28.3,64.7,77.3,6.0,Tubewell,Wheat,High,0.96
Meghalaya,District_47,Rabi,Pulses,Loamy,782.6,20.9,89.1,88.4,6.1,Tubewell,Sugarcane,High,0.96
Tamil Nadu,District_16,Rabi,Wheat,Alluvial,1330.4,38.0,62.9,218.8,5.5,Sprinkler,Wheat,Low,3.62
Gujarat,District_27,Kharif,Rice,Alluvial,3079.8,36.0,49.6,157.5,6.6,Drip,Cotton,Low,3.72
Rajasthan,District_34,Zaid,Pulses,Black,209.5,21.5,63.2,124.9,5.8,Tubewell,Sugarcane,Low,0.93
Karnataka,District_46,Zaid,Maize,Sandy,1154.2,25.3,62.2,137.7,6.7,Canal,Maize,Medium,2.62
Odisha,District_8,Rabi,Wheat,Black,1376.6,18.6,62.3,144.3,5.3,Sprinkler,Pulses,Low,3.18
Haryana,District_4,Zaid,Maize,Alluvial,1501.7,28.8,50.5,243.6,6.4,Tubewell,Cotton,High,2.32
Tamil Nadu,District_50,Rabi,Pulses,Red,1038.2,20.9,69.6,177.0,6.2,Tubewell,Cotton,Medium,1.25
West Bengal,District_29,Rabi,Pulses,Black,756.1,18.7,83.7,215.9,6.5,Drip,Maize,Low,1.4
Tamil Nadu,District_25,Rabi,Wheat,Alluvial,1446.3,32.7,93.6,123.5,7.4,Canal,Wheat,Low,3.72
Punjab,District_12,Rabi,Wheat,alluvial,1102.8,19.4,70.8,319.1,7.3,Tubewell,Maize,Low,3.65
Meghalaya,District_20,Kharif,Cotton,Black,1690.8,15.6,51.3,126.3,7.1,Tubewell,Maize,High,2.41
Punjab,District_36,Rabi,Wheat,Loamy,1361.5,30.7,75.9,183.0,7.6,Sprinkler,Cotton,High,2.91
Haryana,District_47,Zaid,Maize,Alluvial,744.6,16.8,81.2,285.8,,Drip,Maize,High,2.09
Gujarat,District_13,Zaid,Maize,Black,1140.1,34.1,66.0,159.0,6.3,Rainfed,Maize,Low,2.55
Assam,District_10,Zaid,Maize,Sandy,,31.2,55.2,78.5,5.4,Drip,Sugarcane,Low,2.79
Tamil Nadu,District_28,Rabi,Wheat,Alluvial,1777.8,29.3,63.6,200.3,7.4,Tubewell,Wheat,Low,3.89
Tamil Nadu,District_14,Rabi,Pulses,Black,1310.1,34.6,70.3,141.7,6.3,Rainfed,Cotton,Low,1.39
Karnataka,District_30,Rabi,Pulses,Loamy,1207.4,32.1,74.6,178.8,6.5,Tubewell,Maize,Medium,1.16
Meghalaya,District_37,Kharif,Cotton,Black,1437.9,37.8,74.4,134.2,,Sprinkler,Rice,Low,2.15
Assam,District_14,Zaid,Pulses,Sandy,1639.9,34.3,65.7,105.4,7.0,Canal,Cotton,Medium,1.21
Haryana,District_16,Rabi,Pulses,Alluvial,937.5,28.1,45.3,181.0,6.2,Drip,Cotton,High,1.16
Rajasthan,District_5,Kharif,Maize,Alluvial,295.0,17.1,59.0,145.7,6.3,Canal,Wheat,Low,2.23
West Bengal,District_44,Kharif,Maize,Sandy,976.0,29.4,53.8,204.0,6.8,Tubewell,Maize,High,2.25
Uttar Pradesh,District_39,Zaid,Pulses,Loamy,997.2,20.0,79.3,244.4,5.3,Tubewell,Pulses,Medium,1.15
Maharashtra,District_19,Kharif,Cotton,Alluvial,528.2,21.5,85.9,143.1,7.0,Tubewell,Sugarcane,Low,1.69
Tamil Nadu,District_49,Kharif,Maize,Black,1521.2,37.8,63.0,121.7,6.0,Tubewell,Pulses,Medium,2.35
Uttar Pradesh,District_7,Zaid,Pulses,Loamy,1615.9,26.0,60.5,185.4,5.4,Sprinkler,Sugarcane,High,1.1
Haryana,District_17,Kharif,Maize,Loamy,376.7,34.8,63.5,302.6,7.2,Rainfed,Sugarcane,High,2.22
Manipur,District_23,Zaid,Pulses,Black,268.4,27.1,92.8,107.3,6.2,Sprinkler,Rice,Low,1.24
Odisha,District_21,Rabi,Wheat,Sandy,682.4,35.9,80.6,108.9,6.1,Drip,Wheat,High,2.49
Gujarat,District_19,Rabi,Wheat,Alluvial,221.4,18.0,50.6,250.6,7.6,Sprinkler,Cotton,Low,2.95
Karnataka,District_15,Zaid,Maize,Loamy,988.6,25.0,77.5,118.9,5.2,Sprinkler,Rice,Low,2.8
Assam,District_49,Kharif,Maize,Sandy,2057.8,26.0,57.0,144.3,7.7,Canal,Wheat,Low,2.47
Karnataka,District_39,Rabi,Wheat,loamy,742.2,37.2,87.4,146.0,7.6,Canal,Sugarcane,Low,2.91
Uttar Pradesh,District_37,Kharif,Cotton,Sandy,900.1,36.0,65.3,278.0,5.8,Rainfed,Sugarcane,Low,1.95
Uttar Pradesh,District_6,Zaid,Maize,Sandy,464.7,33.9,50.8,241.4,,Rainfed,Cotton,Low,2.74
Tamil Nadu,District_2,Zaid,Pulses,alluvial,1436.7,20.3,84.3,143.8,7.4,Canal,Pulses,Low,1.27
Meghalaya,District_40,Rabi,Wheat,Black,1363.8,22.6,57.0,93.5,7.7,Drip,Maize,Low,2.99
Karnataka,District_26,Rabi,Wheat,Alluvial,1651.9,21.0,93.7,155.1,6.3,Drip,Sugarcane,Low,3.48
Assam,District_17,Zaid,Maize,Sandy,1709.5,30.5,64.9,131.9,5.3,Tubewell,Sugarcane,Low,2.61
Tamil Nadu,District_6,Rabi,Wheat,Loamy,1171.1,28.5,66.7,122.4,,Rainfed,Rice,Low,2.86
Uttar Pradesh,District_35,Zaid,Pulses,Black,2376.4,21.1,59.0,231.8,6.3,Drip,Cotton,High,1.15
Haryana,District_26,Rabi,Wheat,Red,463.4,29.9,55.7,187.1,6.7,Drip,Sugarcane,Low,2.92
Punjab,District_32,Zaid,Pulses,Loamy,701.8,36.9,80.1,205.8,7.6,Canal,Pulses,Medium,1.0
Karnataka,District_34,Kharif,Rice,Black,876.8,16.9,58.6,120.7,7.2,Tubewell,Maize,Medium,3.0
Haryana,District_47,Rabi,Wheat,Alluvial,697.8,25.9,60.8,271.6,7.1,Tubewell,Pulses,Medium,2.98
Gujarat,District_31,Zaid,Pulses,Black,1703.9,21.9,63.6,221.2,7.4,Canal,Maize,Medium,1.35
Manipur,District_48,Rabi,Wheat,Black,724.6,15.2,71.0,107.1,6.3,Sprinkler,Cotton,High,3.28
Assam,District_44,Kharif,Rice,Alluvial,1709.8,17.5,76.4,146.8,5.2,Sprinkler,Cotton,Low,4.37
Odisha,District_16,Rabi,Wheat,Loamy,403.9,19.8,64.4,94.7,7.5,Drip,Pulses,Low,3.03
Odisha,District_48,Kharif,Rice,Sandy,975.7,19.7,92.5,165.3,5.2,Sprinkler,Cotton,Low,3.51
Karnataka,District_38,Kharif,Cotton,Sandy,801.5,31.8,93.3,218.7,6.6,Tubewell,Wheat,Low,2.21
Uttar Pradesh,District_40,Zaid,Pulses,Loamy,851.5,16.4,77.7,165.8,7.0,Canal,Sugarcane,Low,1.1
Meghalaya,District_44,Kharif,Rice,Black,1740.0,19.4,59.5,105.2,6.5,Rainfed,Maize,Low,4.08
Rajasthan,District_47,Zaid,Pulses,Sandy,225.7,23.6,71.9,116.4,5.6,Tubewell,Pulses,Low,0.98
Maharashtra,District_36,Kharif,Rice,Red,1366.9,20.4,90.4,195.9,6.6,Drip,Sugarcane,Low,4.03
Odisha,District_3,Zaid,Maize,Sandy,506.3,26.0,78.1,136.2,5.4,Drip,Cotton,Low,2.64
Maharashtra,District_26,Kharif,Cotton,Red,827.3,15.1,78.5,120.1,7.6,Drip,Wheat,Medium,1.95
Tamil Nadu,District_22,Rabi,Wheat,Sandy,1749.3,17.3,65.3,162.3,6.4,Drip,Pulses,Low,3.32
Meghalaya,District_17,Zaid,Pulses,Sandy,2390.3,22.3,70.7,111.3,6.7,Tubewell,Pulses,Low,1.38
Manipur,District_27,Zaid,Pulses,Sandy,389.1,35.6,46.5,74.0,6.9,Rainfed,Rice,Medium,1.07
Assam,District_22,Kharif,Cotton,Alluvial,1693.8,36.8,51.7,130.8,5.4,Tubewell,Rice,High,1.76
Uttar Pradesh,District_24,Kharif,Rice,Red,952.6,34.1,89.9,207.2,6.0,Tubewell,Sugarcane,Low,3.63
West Bengal,District_50,Rabi,Wheat,Loamy,1272.0,15.2,80.5,209.7,7.4,Canal,Cotton,Low,4.14
Punjab,District_31,Rabi,Wheat,Loamy,567.2,26.5,76.0,271.3,6.9,Sprinkler,Cotton,High,2.91
Meghalaya,District_6,Zaid,Pulses,Sandy,967.4,21.7,80.7,133.3,5.8,Rainfed,Cotton,Medium,1.23
Karnataka,District_10,Kharif,Maize,Loamy,930.6,17.9,75.0,131.6,7.5,Drip,Cotton,High,2.47
Tamil Nadu,District_49,Rabi,Pulses,Loamy,1054.6,23.1,62.1,167.0,5.7,Rainfed,Wheat,Medium,0.84
Assam,District_34,Rabi,Pulses,Black,1415.8,34.3,77.8,75.2,7.7,Sprinkler,Pulses,High,1.13
Odisha,District_43,Rabi,Pulses,Loamy,667.0,37.8,63.3,118.5,5.9,Sprinkler,Wheat,Low,1.12
Uttar Pradesh,District_1,Kharif,Maize,Alluvial,409.5,33.6,66.6,167.2,7.5,Tubewell,Pulses,Medium,2.43
West Bengal,District_39,Rabi,Wheat,Loamy,1344.1,27.0,59.5,124.2,5.6,Canal,Maize,Medium,2.69
Assam,District_38,Zaid,Pulses,Sandy,1151.2,36.7,63.8,146.9,6.9,Tubewell,Maize,Low,1.36
Haryana,District_19,Kharif,Maize,Loamy,559.7,32.7,83.1,259.9,5.7,Rainfed,Wheat,Medium,2.09
Gujarat,District_40,Kharif,Rice,Black,1511.7,16.4,64.2,242.3,6.6,Tubewell,Pulses,Low,3.99
Odisha,District_36,Zaid,Maize,Black,377.1,33.2,72.6,192.7,6.9,Rainfed,Cotton,Medium,2.37
Meghalaya,District_4,Kharif,Maize,Alluvial,1124.1,16.7,55.0,,6.9,Rainfed,Rice,Low,2.46
Uttar Pradesh,District_24,Zaid,Pulses,Loamy,1664.2,35.2,70.1,255.0,7.2,Rainfed,Sugarcane,Low,1.27
West Bengal,District_11,Rabi,Pulses,Black,2217.6,18.4,56.3,165.9,6.4,Canal,Sugarcane,Low,1.21
Uttar Pradesh,District_7,Kharif,Maize,Sandy,2069.9,35.6,83.4,211.8,5.9,Sprinkler,Cotton,High,2.03
Assam,District_12,Kharif,Rice,Black,888.8,17.2,57.0,156.4,6.5,Sprinkler,Rice,Low,3.39
Karnataka,District_43,Zaid,Pulses,Loamy,1534.7,26.5,90.6,192.1,7.4,Canal,Wheat,Medium,1.23
Punjab,District_7,Rabi,Wheat,Sandy,809.3,27.7,71.4,282.8,7.1,Drip,Maize,High,3.04
West Bengal,District_6,Zaid,Pulses,Alluvial,1734.4,17.2,80.4,146.7,7.7,Sprinkler,Wheat,Medium,1.29
Meghalaya,District_14,Zaid,Maize,Red,1027.6,15.1,51.4,72.5,7.7,Rainfed,Wheat,Medium,2.25
Rajasthan,District_32,Zaid,Maize,Alluvial,72.6,37.8,60.7,89.4,7.3,Tubewell,Sugarcane,Low,1.88
Karnataka,District_23,Zaid,Maize,Sandy,1381.5,24.0,67.1,194.3,6.2,Tubewell,Wheat,Low,3.08
Maharashtra,District_6,Rabi,Wheat,Alluvial,1661.6,15.5,67.2,248.3,6.5,Rainfed,Pulses,Low,3.17
Gujarat,District_26,Kharif,Cotton,Sandy,,16.5,64.7,250.9,6.1,Tubewell,Rice,Low,2.38
Odisha,District_21,Kharif,Cotton,Black,1391.7,29.5,94.1,156.8,5.7,Tubewell,Wheat,Low,2.27
Tamil Nadu,District_17,Zaid,Maize,Alluvial,956.9,34.0,56.7,117.9,5.7,Drip,Rice,Low,2.15
Uttar Pradesh,District_41,Zaid,Pulses,Loamy,580.7,32.6,48.0,194.5,6.7,Tubewell,Cotton,Low,1.14
Uttar Pradesh,District_14,Rabi,Wheat,Sandy,2004.3,16.0,51.9,,7.3,Tubewell,Rice,Low,3.42
Uttar Pradesh,District_44,Kharif,Rice,Sandy,2544.25,17.3,55.4,276.48,7.6,Canal,Wheat,Medium,2.55
Maharashtra,District_18,Rabi,Wheat,Alluvial,1531.1,21.5,89.3,228.4,5.8,Sprinkler,Rice,High,3.35
Maharashtra,District_47,Rabi,Pulses,Alluvial,1588.9,30.1,82.8,206.7,5.7,Rainfed,Pulses,Medium,1.23
Odisha,District_36,Kharif,Rice,Red,906.3,25.6,81.3,142.9,6.6,Rainfed,Cotton,High,3.07
Haryana,District_32,Kharif,Cotton,Loamy,960.8,32.4,56.4,225.6,7.3,Tubewell,Cotton,Medium,1.79
Odisha,District_31,Rabi,Wheat,Alluvial,2355.4,28.4,66.5,171.6,6.7,Rainfed,Rice,Low,3.64
Tamil Nadu,District_17,Rabi,Pulses,Loamy,2516.7,36.3,87.2,209.5,5.6,Sprinkler,Sugarcane,Low,1.24
Gujarat,District_29,Rabi,Pulses,Black,,34.1,55.3,188.1,5.8,Sprinkler,Maize,High,0.94
Tamil Nadu,District_49,Zaid,Pulses,Sandy,1199.2,18.8,75.5,,6.9,Canal,Pulses,Low,1.09
Assam,District_24,Kharif,Rice,Alluvial,1426.6,33.7,59.8,120.1,6.9,Sprinkler,Rice,Medium,4.26
Odisha,District_21,Rabi,Wheat,Alluvial,767.7,37.4,81.8,161.1,7.6,Tubewell,Rice,Low,3.11
Manipur,District_13,Rabi,Wheat,Black,579.7,35.2,57.4,134.5,6.2,Rainfed,Wheat,Medium,2.74
Punjab,District_20,Rabi,Wheat,Red,416.0,21.5,74.2,253.2,5.3,Tubewell,Maize,Low,3.24
Assam,District_18,Rabi,Wheat,Loamy,994.4,35.3,93.7,84.7,7.5,Tubewell,Sugarcane,Medium,2.92
Rajasthan,District_30,Kharif,Rice,Alluvial,87.6,26.0,78.5,152.6,7.0,Rainfed,Maize,High,2.83
West Bengal,District_9,Kharif,Rice,Sandy,1641.3,16.7,76.9,210.9,7.2,Canal,Sugarcane,Medium,4.04
Odisha,District_3,Kharif,Rice,Black,1420.3,31.2,88.3,186.8,6.5,Canal,Sugarcane,Low,3.44
Maharashtra,District_22,Zaid,Pulses,Sandy,1266.0,20.1,91.1,187.7,5.5,Canal,Rice,High,1.04
