State,District,Season,Crop,Soil_Type,Rainfall_mm,Avg_Temperature_C,Humidity_percent,Fertilizer_kg_per_hectare,Soil_pH,Irrigation_Type,Previous_Crop,Pest_Risk,Soil_N,Soil_P,Soil_K,Irrigation_Frequency,Yield_tonnes_per_hectare
Manipur,District_13,Zaid,Pulses,Red,671.5,17.1,46.0,79.2,5.5,Canal,Rice,High,53.8,55.9,75.5,3,1.03
Uttar Pradesh,District_43,Zaid,Maize,Alluvial,1046.6,17.3,48.0,265.1,6.5,Sprinkler,Pulses,High,96.5,44.2,84.0,9,2.9
Maharashtra,District_26,Kharif,Pulses,Red,504.7,17.8,46.1,87.2,7.6,Drip,Sugarcane,Low,117.0,40.2,60.6,3,1.11
Karnataka,District_19,Rabi,Sugarcane,Loamy,1400.2,16.4,51.9,142.9,7.4,Canal,Rice,Low,143.0,71.6,101.0,5,66.75
Tamil Nadu,District_17,Kharif,Maize,Red,671.4,36.2,50.6,200.8,6.9,Tubewell,Wheat,Medium,105.3,23.3,125.6,1,2.44
Haryana,District_50,Rabi,Cotton,Black,1734.7,18.8,63.8,123.3,5.5,Canal,Sugarcane,High,79.1,25.5,82.4,8,1.77
Maharashtra,District_48,Rabi,Wheat,Loamy,235.6,37.1,92.5,271.1,5.9,Canal,Rice,High,182.9,25.0,111.7,2,2.5
Rajasthan,District_44,Zaid,Pulses,Loamy,1529.3,15.9,84.7,223.8,7.3,Sprinkler,Sugarcane,Medium,103.5,95.1,135.6,9,1.21
Maharashtra,District_16,Rabi,Rice,Sandy,2484.2,30.2,64.4,218.4,5.7,Sprinkler,Rice,Medium,125.1,24.8,60.4,5,3.07
Uttar Pradesh,District_46,Kharif,Maize,Red,1651.4,25.5,91.2,205.4,6.1,Sprinkler,Wheat,Medium,182.4,69.5,82.8,4,2.63
Maharashtra,District_16,Kharif,Sugarcane,Red,588.3,24.6,58.7,198.7,5.9,Drip,Maize,High,148.4,22.7,78.5,7,48.71
Haryana,District_5,Kharif,Cotton,Loamy,2505.0,30.6,77.6,95.5,5.8,Rainfed,Rice,High,58.3,68.1,102.9,2,1.83
Rajasthan,District_44,Rabi,Wheat,Alluvial,1128.7,35.1,70.9,101.0,6.3,Rainfed,Cotton,High,145.2,89.7,109.3,4,2.56
West Bengal,District_19,Kharif,Rice,Sandy,1081.0,18.8,60.4,141.9,6.3,Drip,Maize,Medium,139.7,34.0,120.8,3,3.05
Uttar Pradesh,District_35,Zaid,Maize,Black,2228.6,22.0,63.2,204.1,7.6,Tubewell,Pulses,Medium,52.6,47.1,69.9,3,2.68
Haryana,District_26,Rabi,Rice,Red,787.3,16.6,61.1,277.1,6.5,Rainfed,Maize,Low,73.9,52.6,148.3,7,4.12
West Bengal,District_21,Rabi,Wheat,Sandy,408.1,35.7,88.5,123.8,5.8,Drip,Sugarcane,High,152.1,20.1,85.0,5,2.34
Uttar Pradesh,District_34,Kharif,Maize,Alluvial,527.8,33.7,87.8,89.3,5.7,Rainfed,Sugarcane,Low,74.2,68.9,70.3,9,2.19
Tamil Nadu,District_19,Rabi,Cotton,Loamy,1398.0,30.5,48.5,182.9,6.1,Sprinkler,Rice,High,185.3,73.6,108.7,7,1.88
Meghalaya,District_9,Zaid,Sugarcane,Red,528.3,36.2,68.4,226.4,7.3,Tubewell,Sugarcane,High,138.3,25.9,92.3,8,42.35
Uttar Pradesh,District_41,Zaid,Maize,Loamy,330.6,32.7,46.2,181.5,5.8,Tubewell,Wheat,Medium,131.2,63.0,40.6,6,2.38
West Bengal,District_42,Kharif,Cotton,Sandy,537.7,25.9,74.3,292.8,6.6,Tubewell,Maize,High,149.5,32.8,75.7,8,1.88
Karnataka,District_7,Rabi,Sugarcane,Red,1620.5,30.1,66.7,293.3,6.4,Rainfed,Pulses,Low,191.0,38.0,79.5,7,79.28
Punjab,District_1,Zaid,Cotton,Red,611.9,18.3,76.1,284.3,6.5,Canal,Cotton,Low,180.9,91.9,48.8,1,2.58
Gujarat,District_7,Rabi,Sugarcane,Loamy,1407.0,17.8,79.6,258.8,7.8,Sprinkler,Sugarcane,High,189.0,85.0,146.8,7,53.06
Haryana,District_49,Kharif,Wheat,Alluvial,1389.2,20.3,51.7,278.7,5.8,Canal,Cotton,Low,150.8,32.8,149.6,1,3.7
Rajasthan,District_45,Kharif,Pulses,Sandy,1139.4,26.2,77.3,207.5,5.6,Canal,Pulses,Low,174.2,21.5,88.2,2,1.22
Odisha,District_8,Zaid,Maize,Loamy,431.3,20.0,73.1,220.3,5.2,Sprinkler,Pulses,Medium,78.3,54.3,109.6,8,2.48
Karnataka,District_42,Kharif,Pulses,Black,765.5,21.9,42.2,95.1,6.3,Drip,Rice,High,171.4,62.6,88.4,6,1.0
Meghalaya,District_50,Zaid,Pulses,Loamy,1220.7,34.8,57.4,247.7,5.8,Canal,Maize,High,134.6,84.2,50.5,4,0.9
Karnataka,District_22,Kharif,Wheat,Alluvial,426.9,29.3,76.6,216.3,5.5,Drip,Rice,Low,100.0,57.3,145.6,8,2.58
Rajasthan,District_41,Kharif,Wheat,Sandy,821.7,18.3,52.6,166.6,5.6,Sprinkler,Sugarcane,High,64.0,74.2,105.3,2,2.65
Gujarat,District_17,Rabi,Pulses,Black,768.0,33.4,52.2,217.5,7.8,Drip,Pulses,Medium,193.1,99.8,99.4,3,1.09
Punjab,District_24,Zaid,Cotton,Sandy,714.4,15.5,43.5,85.1,7.6,Sprinkler,Sugarcane,Low,151.3,83.1,58.7,3,1.94
Manipur,District_43,Rabi,Maize,Loamy,1021.9,36.1,78.7,191.0,5.2,Rainfed,Rice,Low,97.6,69.9,149.5,7,2.79
Uttar Pradesh,District_36,Kharif,Pulses,Black,520.4,34.4,90.4,236.2,5.4,Drip,Pulses,Low,91.7,83.1,100.7,8,1.13
Manipur,District_38,Zaid,Maize,Red,1515.0,27.3,67.5,142.7,7.6,Sprinkler,Rice,Low,77.1,24.3,100.8,1,2.57
Gujarat,District_14,Kharif,Rice,Sandy,686.4,31.0,64.6,61.8,6.0,Canal,Maize,Medium,153.8,32.9,115.1,6,3.77
Rajasthan,District_26,Rabi,Sugarcane,Loamy,701.7,20.4,92.6,124.5,6.4,Tubewell,Maize,Low,130.7,48.6,100.1,4,58.95
Assam,District_25,Rabi,Rice,Alluvial,1447.5,19.8,77.0,194.4,6.0,Canal,Pulses,Low,62.1,48.6,83.7,5,4.15
Uttar Pradesh,District_28,Rabi,Pulses,Alluvial,1127.3,27.0,92.7,143.3,5.3,Canal,Rice,Low,93.0,46.8,94.2,7,1.12
Uttar Pradesh,District_30,Zaid,Cotton,Sandy,1122.6,17.3,40.4,162.6,6.0,Canal,Sugarcane,Low,163.0,45.5,78.6,4,2.64
Haryana,District_44,Rabi,Cotton,Alluvial,1133.0,36.9,94.6,161.5,6.0,Rainfed,Rice,Low,176.8,89.4,130.6,2,2.46
Uttar Pradesh,District_21,Rabi,Pulses,Black,1355.5,25.4,86.4,158.9,6.8,Drip,Sugarcane,High,109.8,68.3,129.3,5,1.06
Tamil Nadu,District_11,Zaid,Cotton,Red,543.4,27.6,59.8,294.8,6.4,Sprinkler,Sugarcane,Medium,50.5,48.1,60.8,1,1.88
Haryana,District_39,Kharif,Rice,Loamy,799.0,27.1,77.2,104.4,7.7,Canal,Cotton,Low,86.6,55.3,121.3,3,2.8
Karnataka,District_13,Rabi,Cotton,Alluvial,1133.7,17.9,64.6,98.6,5.8,Tubewell,Wheat,High,182.0,73.5,120.0,2,1.86
Tamil Nadu,District_1,Zaid,Cotton,Black,2633.2,28.1,81.9,87.8,6.5,Sprinkler,Wheat,Medium,82.8,92.5,140.9,3,2.09
Rajasthan,District_31,Kharif,Maize,Alluvial,1485.4,31.9,44.1,284.2,6.8,Canal,Maize,Low,52.8,50.6,85.2,3,3.49
Gujarat,District_16,Rabi,Cotton,Alluvial,1174.6,34.0,65.9,229.1,7.5,Sprinkler,Rice,Low,144.3,68.2,47.2,5,2.6
Maharashtra,District_10,Rabi,Rice,Alluvial,896.7,34.5,87.6,225.2,5.4,Drip,Rice,Low,87.7,41.3,123.0,1,3.11
Uttar Pradesh,District_29,Rabi,Maize,Black,999.7,19.9,54.0,99.2,7.5,Rainfed,Sugarcane,Low,123.1,29.7,124.0,1,2.73
Odisha,District_28,Zaid,Cotton,Sandy,1566.5,18.2,67.6,249.0,6.9,Sprinkler,Wheat,High,168.9,49.0,43.7,7,1.89
Gujarat,District_29,Rabi,Wheat,Loamy,1184.8,28.5,46.4,237.7,7.6,Tubewell,Maize,Low,94.4,20.7,137.5,4,3.35
Maharashtra,District_38,Rabi,Wheat,Sandy,2712.3,27.3,60.7,112.8,7.4,Drip,Sugarcane,High,173.6,74.4,60.9,9,2.68
Tamil Nadu,District_9,Rabi,Sugarcane,Sandy,2011.7,26.4,53.4,207.4,7.6,Canal,Maize,Medium,74.9,60.7,47.7,7,58.6
Rajasthan,District_9,Kharif,Maize,Loamy,948.3,31.8,42.3,293.1,5.8,Sprinkler,Wheat,Medium,139.3,72.8,57.3,9,2.45
West Bengal,District_22,Kharif,Cotton,Sandy,729.1,32.5,55.0,240.1,6.2,Tubewell,Wheat,Low,149.5,52.9,137.2,8,2.32
West Bengal,District_34,Kharif,Sugarcane,Sandy,2269.1,35.5,90.5,212.6,6.0,Drip,Wheat,High,60.3,37.6,58.2,4,59.4
Rajasthan,District_2,Rabi,Pulses,Loamy,897.7,25.7,84.5,82.6,7.4,Tubewell,Sugarcane,High,92.6,79.0,88.5,8,0.92
Gujarat,District_12,Zaid,Maize,Sandy,1210.1,31.5,58.5,70.5,6.9,Sprinkler,Pulses,High,145.4,45.0,110.9,9,2.3
Uttar Pradesh,District_44,Kharif,Wheat,Black,1519.2,34.9,61.3,222.9,6.8,Sprinkler,Cotton,Low,75.4,53.2,131.1,1,3.1
Karnataka,District_16,Zaid,Sugarcane,Alluvial,635.9,20.7,52.5,171.7,7.6,Canal,Cotton,Low,86.0,56.6,81.5,9,54.34
Rajasthan,District_13,Zaid,Maize,Red,1171.1,15.3,58.1,295.8,5.7,Rainfed,Rice,Low,157.6,70.8,41.3,1,2.74
Gujarat,District_19,Zaid,Maize,Loamy,1252.7,26.6,52.1,126.4,5.7,Drip,Sugarcane,High,128.0,44.0,135.9,5,2.23
Assam,District_48,Rabi,Pulses,Loamy,1109.8,29.6,83.3,145.5,6.3,Sprinkler,Maize,Low,54.4,84.2,101.1,2,1.08
Gujarat,District_43,Rabi,Rice,Black,1657.2,32.8,89.7,68.0,6.3,Sprinkler,Maize,High,79.4,59.1,93.7,9,2.8
Haryana,District_32,Rabi,Pulses,Alluvial,1096.2,28.1,54.2,265.1,6.8,Tubewell,Maize,High,159.4,69.2,131.7,4,1.27
Manipur,District_17,Rabi,Rice,Black,1345.9,29.9,73.0,229.8,6.8,Drip,Cotton,High,195.9,69.9,85.7,3,3.97
Uttar Pradesh,District_15,Kharif,Pulses,Alluvial,981.7,19.2,59.2,237.4,6.7,Tubewell,Cotton,Low,81.3,46.8,89.2,4,1.32
Haryana,District_21,Kharif,Maize,Red,1015.5,20.2,44.0,71.7,5.7,Drip,Maize,High,193.4,29.5,119.1,6,1.74
Tamil Nadu,District_42,Rabi,Pulses,Loamy,1334.8,16.0,58.8,64.6,6.6,Canal,Maize,Low,58.3,27.1,143.3,1,1.17
West Bengal,District_45,Rabi,Sugarcane,Loamy,1537.6,36.6,79.3,206.6,5.5,Canal,Wheat,Low,66.3,44.5,85.3,2,68.31
West Bengal,District_20,Kharif,Maize,Loamy,447.5,33.8,76.8,157.8,6.0,Drip,Wheat,Low,102.6,45.8,108.3,6,2.35
Karnataka,District_39,Zaid,Rice,Loamy,519.1,30.9,63.3,234.0,5.4,Rainfed,Rice,Low,167.4,66.7,97.8,7,3.6
Haryana,District_24,Kharif,Maize,Loamy,1189.2,29.2,40.2,138.9,7.0,Tubewell,Cotton,Medium,180.7,48.7,66.8,8,2.62
West Bengal,District_32,Rabi,Maize,Alluvial,1088.5,32.3,42.9,91.7,6.3,Canal,Rice,Medium,111.6,74.7,52.9,4,2.29
Meghalaya,District_11,Kharif,Pulses,Loamy,1745.0,23.4,61.2,202.0,6.5,Rainfed,Sugarcane,Low,139.8,33.6,66.7,1,1.49
West Bengal,District_22,Zaid,Sugarcane,Red,2831.4,23.5,61.6,224.4,5.9,Drip,Rice,High,191.0,50.5,86.2,4,51.88
Odisha,District_37,Rabi,Sugarcane,Loamy,2079.1,26.9,45.4,186.6,5.5,Sprinkler,Rice,High,166.9,52.5,107.2,4,53.92
Assam,District_4,Zaid,Sugarcane,Black,655.3,21.3,41.3,130.6,5.2,Rainfed,Cotton,Medium,160.5,35.2,53.2,7,45.93
Haryana,District_14,Kharif,Cotton,Loamy,1683.6,25.4,66.6,292.5,5.7,Tubewell,Cotton,Low,62.1,88.7,54.4,3,2.06
Haryana,District_35,Rabi,Maize,Alluvial,452.3,36.9,80.8,75.1,5.7,Rainfed,Cotton,Low,115.5,87.2,140.1,9,2.4
West Bengal,District_4,Kharif,Pulses,Loamy,495.3,32.2,66.9,178.5,7.2,Drip,Pulses,High,181.3,25.3,92.3,3,1.17
Meghalaya,District_7,Zaid,Cotton,Alluvial,947.1,28.6,70.0,99.6,6.9,Tubewell,Rice,Low,84.7,93.4,49.8,4,2.02
Manipur,District_30,Zaid,Wheat,Sandy,414.9,23.5,52.8,262.3,6.8,Rainfed,Cotton,High,160.8,38.6,63.1,4,2.57
Rajasthan,District_7,Zaid,Cotton,Black,1837.1,34.3,51.0,286.3,7.6,Drip,Rice,Medium,116.0,29.3,89.2,5,1.91
Uttar Pradesh,District_46,Kharif,Pulses,Red,1211.0,30.8,60.1,295.7,6.4,Canal,Rice,Medium,164.2,69.5,93.3,5,1.27
Karnataka,District_39,Rabi,Wheat,Black,2060.1,34.9,49.9,269.0,6.7,Tubewell,Rice,Low,92.4,27.3,48.4,8,3.67
Karnataka,District_42,Rabi,Rice,Red,2168.7,26.1,61.4,184.0,5.8,Tubewell,Wheat,High,140.4,71.7,81.8,3,4.19
Tamil Nadu,District_18,Kharif,Wheat,Alluvial,1211.2,19.2,94.9,116.1,7.1,Drip,Wheat,High,171.7,69.0,72.7,7,2.3
Assam,District_38,Kharif,Sugarcane,Sandy,842.8,17.0,45.2,258.5,5.8,Rainfed,Maize,Medium,117.6,30.3,70.9,9,51.21
Karnataka,District_28,Zaid,Pulses,Loamy,1624.0,28.2,74.6,202.7,5.2,Sprinkler,Pulses,Low,116.1,88.0,142.9,7,1.45
Karnataka,District_49,Kharif,Pulses,Red,907.8,20.2,48.7,246.4,6.3,Sprinkler,Rice,High,151.0,44.5,89.5,1,1.07
Meghalaya,District_50,Zaid,Sugarcane,Sandy,761.1,31.2,43.3,128.4,7.2,Tubewell,Rice,High,138.8,59.0,70.1,4,51.94
Uttar Pradesh,District_46,Kharif,Rice,Alluvial,1353.7,25.0,80.3,201.8,6.8,Tubewell,Pulses,High,89.6,28.5,91.9,2,3.66
Gujarat,District_42,Zaid,Wheat,Loamy,1021.8,30.1,40.8,206.5,6.1,Drip,Maize,Low,67.0,66.3,119.5,7,3.6
Maharashtra,District_38,Zaid,Cotton,Red,1767.0,26.5,49.4,178.3,7.2,Drip,Maize,Medium,132.0,54.2,143.4,1,2.54
Manipur,District_21,Kharif,Maize,Alluvial,1188.5,30.8,64.2,79.5,5.7,Sprinkler,Wheat,High,155.8,75.4,104.4,5,1.93
Uttar Pradesh,District_42,Zaid,Cotton,Red,1720.1,30.1,88.5,231.8,7.2,Rainfed,Maize,Low,69.5,27.8,74.9,6,2.16
Maharashtra,District_3,Zaid,Maize,Loamy,1500.8,20.0,44.9,201.3,5.6,Canal,Pulses,Medium,134.4,32.7,80.2,5,2.32
Maharashtra,District_36,Zaid,Wheat,Sandy,1625.2,23.0,77.4,262.4,7.3,Sprinkler,Pulses,High,100.6,67.3,40.4,5,3.25
Manipur,District_40,Rabi,Pulses,Sandy,453.3,37.2,78.7,259.5,5.7,Canal,Cotton,Medium,189.3,62.9,139.8,7,1.13
Manipur,District_5,Zaid,Maize,Red,2177.2,31.2,89.9,163.1,6.3,Rainfed,Maize,High,175.8,21.9,68.1,9,2.45
Haryana,District_23,Zaid,Cotton,Loamy,1820.1,30.6,43.0,161.2,5.4,Tubewell,Maize,Low,131.1,72.1,73.8,5,2.05
Gujarat,District_37,Zaid,Wheat,Red,1358.2,32.5,61.7,275.5,5.4,Sprinkler,Maize,High,109.5,67.2,133.0,8,2.55
Punjab,District_33,Kharif,Wheat,Sandy,1969.2,33.2,45.6,260.2,7.4,Sprinkler,Wheat,Low,193.4,21.3,144.6,4,3.22
Assam,District_4,Zaid,Maize,Sandy,851.6,35.8,94.9,239.1,7.1,Canal,Sugarcane,High,167.3,33.2,85.7,2,2.08
Haryana,District_11,Zaid,Maize,Red,1191.8,20.4,83.5,101.2,7.2,Canal,Sugarcane,Low,196.0,66.5,130.8,1,2.62
Manipur,District_44,Kharif,Maize,Black,1128.6,34.6,83.6,285.8,6.6,Canal,Cotton,Low,194.4,79.6,56.4,1,3.23
Assam,District_23,Rabi,Sugarcane,Red,1043.2,30.6,83.8,110.6,5.7,Tubewell,Maize,High,186.0,20.5,101.8,7,47.2
Manipur,District_4,Zaid,Pulses,Alluvial,1052.7,17.6,73.0,172.4,6.1,Drip,Pulses,Low,177.9,50.2,132.5,4,1.33
Assam,District_48,Zaid,Sugarcane,Alluvial,687.3,22.6,83.9,63.5,6.2,Rainfed,Cotton,Low,107.6,46.3,118.9,4,56.0
West Bengal,District_30,Zaid,Pulses,Red,1520.8,28.7,41.8,167.2,5.8,Tubewell,Sugarcane,High,87.4,60.8,87.2,7,1.12
Manipur,District_29,Rabi,Rice,Loamy,1623.5,28.6,83.3,92.2,6.0,Rainfed,Cotton,Medium,67.3,68.2,80.2,6,3.94
Assam,District_7,Kharif,Sugarcane,Black,1373.5,23.1,41.6,123.0,7.3,Drip,Maize,Medium,188.8,53.0,70.8,6,59.25
Manipur,District_17,Zaid,Sugarcane,Sandy,1453.7,31.8,48.9,235.5,7.1,Tubewell,Cotton,Medium,101.6,74.7,88.8,9,66.99
Rajasthan,District_30,Kharif,Rice,Sandy,1458.3,18.3,94.9,66.4,6.5,Tubewell,Wheat,High,160.4,95.0,97.4,3,3.48
Karnataka,District_30,Zaid,Sugarcane,Red,981.6,35.5,80.0,220.0,5.6,Sprinkler,Sugarcane,High,114.1,51.8,140.6,3,54.16
Punjab,District_21,Rabi,Cotton,Loamy,1073.7,16.6,87.4,100.4,6.3,Tubewell,Maize,Medium,124.6,98.7,140.3,1,2.1
Tamil Nadu,District_16,Rabi,Sugarcane,Black,1214.3,22.9,85.0,183.1,7.3,Rainfed,Cotton,Low,185.1,54.7,83.5,5,64.35
Tamil Nadu,District_2,Zaid,Cotton,Loamy,1282.8,24.0,45.6,108.0,5.9,Rainfed,Rice,Low,182.7,73.4,60.3,7,2.28
Rajasthan,District_14,Kharif,Rice,Sandy,932.2,34.8,88.4,68.9,6.5,Drip,Maize,Medium,174.1,60.0,124.3,4,2.71
Rajasthan,District_12,Rabi,Cotton,Black,315.0,27.9,55.5,207.0,6.9,Sprinkler,Wheat,Medium,172.2,76.4,107.8,8,1.77
Maharashtra,District_46,Rabi,Sugarcane,Loamy,2132.4,35.7,84.1,280.5,5.6,Tubewell,Sugarcane,Low,95.6,81.1,55.1,1,66.37
Manipur,District_20,Rabi,Sugarcane,Red,329.3,21.0,65.3,105.8,7.1,Tubewell,Maize,Low,175.1,26.4,121.9,8,59.17
West Bengal,District_11,Kharif,Pulses,Loamy,968.7,31.5,61.9,230.9,5.9,Sprinkler,Cotton,Low,77.7,93.5,76.2,6,1.27
Karnataka,District_32,Zaid,Rice,Sandy,1294.4,29.6,51.1,182.5,7.4,Drip,Maize,High,190.1,78.5,83.1,5,3.74
Gujarat,District_38,Rabi,Sugarcane,Black,1217.4,26.8,64.5,299.1,6.9,Rainfed,Maize,Medium,157.3,44.4,147.3,2,62.51
Maharashtra,District_43,Rabi,Wheat,Black,606.5,29.5,69.0,263.9,5.5,Rainfed,Wheat,High,134.0,90.0,127.3,3,2.41
Odisha,District_4,Rabi,Cotton,Loamy,1122.9,19.3,59.3,292.3,6.6,Drip,Cotton,Low,103.9,99.9,115.8,6,2.57
Odisha,District_46,Rabi,Wheat,Black,1810.4,35.3,54.3,187.1,6.2,Sprinkler,Pulses,Medium,152.8,62.9,121.0,5,3.13
Maharashtra,District_37,Rabi,Maize,Black,1125.0,31.8,63.6,248.1,7.6,Sprinkler,Rice,High,185.8,82.6,53.0,9,2.6
Manipur,District_26,Kharif,Rice,Loamy,1333.1,16.2,56.6,117.9,7.2,Sprinkler,Cotton,High,59.3,56.2,147.4,5,2.82
Maharashtra,District_8,Zaid,Cotton,Loamy,600.2,34.3,48.6,283.3,6.3,Rainfed,Cotton,High,148.5,53.9,149.7,4,1.77
Rajasthan,District_48,Kharif,Pulses,Alluvial,513.7,28.9,41.8,132.0,6.6,Drip,Pulses,High,88.8,26.3,44.7,5,1.0
Odisha,District_40,Kharif,Sugarcane,Red,1954.1,18.5,79.7,82.7,5.8,Drip,Cotton,Medium,133.4,55.8,96.8,7,58.37
Rajasthan,District_50,Rabi,Cotton,Sandy,332.7,17.2,70.3,163.4,5.7,Canal,Rice,Low,136.5,54.4,137.6,1,2.2
Uttar Pradesh,District_30,Kharif,Cotton,Alluvial,1694.3,16.3,52.8,262.5,5.9,Tubewell,Cotton,Low,119.3,29.3,120.4,6,2.13
Manipur,District_21,Kharif,Maize,Black,950.2,29.2,62.1,217.1,6.3,Sprinkler,Maize,Medium,93.0,84.6,50.2,1,2.58
Gujarat,District_9,Zaid,Sugarcane,Black,1574.2,27.8,44.2,85.3,7.4,Tubewell,Maize,Medium,138.8,63.4,133.0,6,69.76
Rajasthan,District_39,Kharif,Rice,Alluvial,2180.0,25.9,76.7,176.3,7.7,Sprinkler,Rice,Low,60.5,74.0,134.9,7,3.54
Maharashtra,District_29,Kharif,Maize,Loamy,361.1,22.3,70.0,99.3,5.3,Drip,Pulses,High,149.6,63.8,49.5,7,1.71
Karnataka,District_30,Rabi,Maize,Loamy,563.4,36.5,67.6,174.2,7.0,Rainfed,Sugarcane,High,185.6,94.7,69.4,7,2.07
Uttar Pradesh,District_14,Kharif,Pulses,Red,2540.1,26.3,67.1,232.3,6.0,Canal,Sugarcane,Low,107.0,80.0,135.5,9,1.56
Manipur,District_38,Rabi,Wheat,Black,1055.1,19.3,42.7,183.6,6.7,Tubewell,Rice,Medium,53.5,43.9,141.4,8,3.75
Karnataka,District_49,Kharif,Pulses,Loamy,2757.0,35.7,48.1,226.3,6.3,Drip,Pulses,High,88.1,55.9,100.2,3,1.21
Meghalaya,District_26,Kharif,Cotton,Alluvial,1614.4,30.7,66.2,279.7,6.2,Drip,Sugarcane,High,112.3,65.3,71.9,7,2.15
Manipur,District_36,Rabi,Maize,Sandy,1211.5,20.2,63.2,169.3,6.8,Canal,Wheat,Low,61.5,21.5,61.3,9,3.06
Tamil Nadu,District_35,Zaid,Wheat,Black,546.7,24.9,90.8,220.9,7.0,Canal,Pulses,Medium,153.4,33.8,111.3,2,3.01
Gujarat,District_12,Zaid,Sugarcane,Red,794.4,20.9,43.5,83.8,6.5,Drip,Sugarcane,High,189.3,43.1,147.1,1,47.72
Maharashtra,District_41,Kharif,Sugarcane,Black,1559.8,33.5,91.4,111.4,5.9,Canal,Maize,Low,139.3,33.4,43.3,2,68.06
Odisha,District_40,Kharif,Rice,Sandy,1149.6,19.8,72.0,228.1,6.2,Sprinkler,Rice,Medium,108.3,22.9,129.5,2,3.61
Meghalaya,District_25,Zaid,Cotton,Loamy,480.2,15.2,92.9,136.2,7.1,Canal,Wheat,Low,98.9,68.6,102.3,8,1.95
Gujarat,District_8,Kharif,Rice,Sandy,1731.2,24.8,71.4,257.7,7.5,Canal,Rice,High,63.4,84.7,99.2,9,3.3
Meghalaya,District_11,Kharif,Cotton,Red,612.0,22.2,89.9,169.9,7.6,Drip,Sugarcane,Medium,82.4,86.3,111.6,1,2.01
Assam,District_29,Zaid,Maize,Alluvial,895.0,15.2,67.8,187.9,6.8,Canal,Rice,Low,198.2,87.2,138.7,6,2.25
Odisha,District_33,Zaid,Pulses,Black,630.8,31.7,66.2,242.9,6.9,Sprinkler,Wheat,High,120.0,46.8,57.6,1,1.17
Assam,District_44,Zaid,Sugarcane,Sandy,825.5,18.1,56.1,253.7,6.2,Drip,Sugarcane,Medium,180.8,78.5,80.3,3,61.76
Rajasthan,District_23,Zaid,Sugarcane,Red,631.6,34.4,56.2,125.4,7.4,Drip,Cotton,Low,51.0,79.2,109.6,1,59.47
Karnataka,District_33,Zaid,Cotton,Sandy,522.4,26.1,69.5,159.3,5.5,Drip,Sugarcane,Low,120.6,84.0,114.5,8,1.91
Assam,District_45,Rabi,Cotton,Black,872.8,31.4,59.9,150.8,6.1,Sprinkler,Sugarcane,Medium,122.9,25.3,134.6,4,1.72
Maharashtra,District_20,Kharif,Cotton,Black,1349.6,27.8,85.6,143.0,7.5,Drip,Pulses,Low,186.3,25.4,85.4,4,2.07
Haryana,District_7,Rabi,Pulses,Sandy,2657.8,20.6,79.3,260.4,7.4,Drip,Cotton,High,177.6,77.9,129.7,2,1.15
Haryana,District_14,Zaid,Rice,Black,409.3,35.2,72.7,155.1,6.4,Drip,Sugarcane,Low,198.8,42.2,124.0,4,3.8
Maharashtra,District_40,Kharif,Maize,Alluvial,509.8,20.7,49.3,209.9,5.5,Rainfed,Cotton,High,196.7,64.8,45.0,6,2.09
Assam,District_37,Kharif,Cotton,Loamy,985.9,22.8,56.7,113.3,7.2,Tubewell,Sugarcane,High,105.7,73.1,61.6,2,1.56
Tamil Nadu,District_32,Zaid,Cotton,Red,1152.2,37.4,89.5,183.6,6.1,Sprinkler,Cotton,High,198.4,48.6,52.7,6,2.04
Manipur,District_25,Zaid,Wheat,Black,1795.4,16.4,54.5,144.1,7.4,Sprinkler,Sugarcane,Medium,60.7,52.7,138.7,6,3.18
Gujarat,District_23,Zaid,Rice,Loamy,246.6,18.4,50.4,207.8,6.2,Rainfed,Rice,High,72.3,28.7,92.1,7,3.18
West Bengal,District_44,Kharif,Rice,Loamy,2253.8,18.2,54.6,172.8,6.4,Drip,Wheat,High,95.0,70.7,139.3,5,3.52
Haryana,District_23,Kharif,Maize,Sandy,643.1,25.7,61.7,66.9,6.2,Sprinkler,Rice,Low,78.6,94.5,68.2,3,2.16
Assam,District_9,Rabi,Wheat,Alluvial,1484.8,15.2,94.0,108.9,7.6,Sprinkler,Rice,High,167.9,71.0,85.5,5,2.76
Meghalaya,District_25,Zaid,Maize,Alluvial,1159.9,23.0,62.9,105.9,5.5,Tubewell,Sugarcane,High,105.4,61.5,74.7,6,2.26
Meghalaya,District_11,Rabi,Maize,Alluvial,880.3,16.6,60.7,275.3,6.5,Sprinkler,Maize,High,75.4,48.9,147.5,4,2.21
Meghalaya,District_49,Zaid,Sugarcane,Alluvial,1308.9,31.8,85.4,81.0,6.0,Canal,Sugarcane,Low,53.2,53.9,136.8,3,67.14
Karnataka,District_7,Kharif,Sugarcane,Loamy,1339.1,29.4,63.4,207.9,7.4,Canal,Pulses,High,113.2,53.8,51.4,6,66.62
Odisha,District_10,Zaid,Sugarcane,Sandy,2201.6,28.5,86.9,199.8,5.4,Rainfed,Sugarcane,Medium,52.1,77.4,58.7,8,51.64
Meghalaya,District_46,Rabi,Wheat,Black,2035.7,28.9,58.8,71.0,7.6,Drip,Cotton,Low,196.8,27.8,86.0,5,2.72
Assam,District_9,Rabi,Rice,Loamy,685.1,35.9,89.1,227.0,7.1,Tubewell,Sugarcane,Low,102.3,51.0,93.7,7,4.76
